pid	text
375694	胆碱的确对大脑有一定作用。胆碱广泛存在于各种食物中,它在食物中主要以卵磷脂的形式存在于各类食物的细胞膜中.在奶类、肝脏、蛋类、花生、麦胚、大豆中含量很丰富。也说明食物中富含胆碱,所以一般不需要特殊补充。
377261	01<br>孙燕<br>中国工程院院士、临床肿瘤学家,国家癌症中心(NCC)国家新药(抗肿瘤)临床研究中心主任。现任中国医学科学院肿瘤医院肿瘤内科主任医师,曾获得“中国肿瘤内科杰出贡献奖”。数年来,这位肿瘤科专家在发展专业、学科,推广综合治疗,开发抗肿瘤新药与中西医结合研究和培养专业人才方面卓有贡献,他应用现代科学方法阐明扶正了中药的免疫调控作用。<br>02<br>于金明<br>中国工程院院士。山东省肿瘤医院院长,肿瘤放射治疗科主任医师,2017年度“国之名医”大型评选活动获奖医师。于金明从事肿瘤放射治疗30余年,在国内率先开展了立体定向放疗、适形调强放疗等多项新技术,近年来带领他的团队创造性地率先开展影像引导的放疗、生物靶向放疗等新技术,在突破制约放疗疗效的两大瓶颈:精确施照和精确靶区勾画方面作出了突出贡献。<br>03<br>管忠震<br>肿瘤专家排名前十,中山医科大学肿瘤医院肿瘤内科首席专家,擅长诊治儿童期肿瘤、肺癌等多种疾病,曾获“中国肿瘤内科杰出贡献奖”。管忠震教授是我国肿瘤内科学资深学科带头人,也是我国最著名的淋巴瘤专家。从上世纪70年代起,我国肿瘤内科领域就有“北孙南管”之说,意即北有中国医学科学院肿瘤医院孙燕,南有中山医学院附属肿瘤医院管忠震。<br>04<br>周际昌<br>中国医学科学院肿瘤医院肿瘤内科主任医师,“中国肿瘤内科杰出贡献奖”获得者,居肿瘤专家排名榜前十。周际昌有65年的从医经验,对乳腺癌、淋巴瘤、骨髓瘤、肺癌、胃癌、肠癌等的化疗及综合治疗有丰富的临床经验。擅长乳腺癌的联合化疗和早期癌的辅助化疗、大剂量顺铂疗法,以及新抗癌药、升血药和止吐药的研究,对多种肿瘤治疗取得良好效果。<br>05<br>徐惠绵<br>中国医科大学附属第一医院肿瘤外科主任医师,中华肿瘤学会常委,中国医师行业最高奖“中国医师奖”得主。徐惠绵在胃肠癌转移的诊断及治疗方面取得了显著成绩;擅长胃癌、大肠癌、乳腺癌的诊治,以及胃肠癌根治手术、保存植物神经直肠癌切除术、低拉直肠癌保留肛门手术、直肠癌全系膜切除、胃肠癌围手术期综合治疗。其曾获国家/省部级科技进步奖5项。<br>06<br>夏廷毅<br>中国人民解放军空军总医院肿瘤医院院长、肿瘤放射治疗科主任医师,兼任解放军总医院放疗科主任、主任医师。2017年度“国之名医”大型评选活动获奖医师,居肿瘤专家排名前十。夏廷毅从事肿瘤放疗临床工作30年,率先对我国体部伽马刀放射外科技术进行深入研究和临床应用,独创剂量模式治疗早期肺癌、肝癌和胰腺癌等获得显著疗效,在国际上被称为“中国模式”。<br>07<br>贾立群<br>“西医+中医肿瘤专家”贾立群,是中日友好医院中西医结合肿瘤科主任、主任医师,是2018年度“国之名医”大型评选活动获奖医师。身为国家临床重点专科建设单位负责人、中华预防医学会中西医结合分会主任委员,贾立群率先建立国家中西医结合肿瘤专科医联体;建立中医外治防治肿瘤并发症技术体系;建立食管癌临床路径、在食管癌高发区建立舌象大数据研究平台。<br>08<br>卢冰<br>贵州医科大学附属医院肿瘤科专家、主任医师,贵州省肿瘤医院副院长兼肿瘤科主任。2018年度“国之名医”大型评选活动获奖医师。卢冰注重强调“规范中创新、科研指导临床”,他长期专业从事胸部肿瘤非手术治疗临床及研究工作,尤其是“IV期非小细胞肺癌精确放射治疗临床研究和应用”成果填补了国内空白,荣获2017年度国家科学技术进步奖二等奖。<br>09<br>李进<br>上海市东方医院南院肿瘤科名医、主任医师,2019年度“国之名医”大型评选活动获奖医师。李进有30余年临床工作经验,他先后牵头开展了百余项大型国际多中心临床研究,在我国肿瘤创新性新药临床研究领域有较高造诣,获得国家科技进步奖二等奖、教育部科技进步二等奖。现在还担任中国临床肿瘤学会(CSCO)理事长、亚洲肿瘤联盟(FACO)主席等职。<br>10<br>浙江医科大学附属第二医院副院长、肿瘤科主任医师,“赛克勒中国医师年度奖”获得者。
379925	鲱鱼出口产品结构的变化导致鲱鱼平均价格从2018年第一季度的每公斤8.52挪威克朗(0.89欧元/美元)下降到2019年的每公斤8.01挪威克朗(0.83欧元/ 0.94美元)。 挪威第一季度出口了51,300公吨鲭鱼,价值8.61亿挪威克朗(合8,950万欧元/ 1.007亿美元)。出口额增加了2.07亿挪威克朗(约合2150万欧元/ 2420万美元),增幅为32%。今年第一季度,中国、韩国和日本是挪威鲭鱼的最大市场。 “价格上涨是2019年鲭鱼供应预计下降的结果,并促成了鲭鱼第一季度出口价值的创纪录。”围绕英国退欧的不确定性,导致英国经济区的鲭鱼捕捞比2018年同期更早实施。与去年同期相比,2019年运往挪威的货物数量有所增加。 冷冻鳕鱼出口量上升 挪威第一季度出口了25,600公吨冷冻鳕鱼,价值11亿挪威克朗(1.144亿欧元/ 1.286亿美元)。这意味着数量增加了17%,价值增加了3.05亿挪威克朗(3170万欧元/ 3570万美元),比去年同期增加了40%。
380094	<br>中间炮打过去,把对方的士吃了,然后再用车砍士将军,对方的车不会吃你的炮,放心。<br>然后炮打对方的车将军,自己的车再上挪一步。<br>最后,对方气急败坏的将你的军,但是已经于是无补,无力回天,稳输!<br>先将自己的帅向左挪一步,然后车再向前挪至少两部,但是不要把对方兵吃了,挪到你能让两个车一条线即可。<br>这个时候电脑就会急了,直接送车给你吃,然后,你慌不忙的又重新摆成一条线就可以通关了。如图所示。<br>先用马儿连跳两次将军,按照图中的方位来,再用车下去将军。<br>再把马跳到如图所示的位置,此时电脑又会心不甘情不愿的把车送给你的帅吃,当然我们是不会客气的,吃完之后再把对方的士吃掉,最后车再将军绝杀就OK。<br>此关比较简单,最主要的是顺序问题,先用车将军,兵再左边挪一步将军,车再上来一步将军,然后两个炮再将军达成绝杀通关。详情可以见图。<br>这一关有两种情况不管哪种情况,先把帅往中间一挪,就等对方出棋即可,如果对方飞象的话,兵就从旁边跑过去将军即可。<br>另外一种情况就是对方会拿士给你吃,这样要电脑步数要多一点,反正大概就是一点一点蚕食掉对方的所有棋子即可通关,如图所示。<br>
380653	<br>1、百位号码大于个位号码,对应的号码一共有450注直选号码,从理论上讲,平均每隔2.2期就会出一次,而在实际的开奖过程中,最热时曾经连续4期出现过百位号码大于个位号码的情况。在实际使用的过程中,当连续两期百位号码大于个位号码时,第3期就可以考虑排除该形态。<br>2、百位号码小于个位号码,所对应的直选号码也是450注直选号码,其理论上间隔出现的平均周期也为2.2期;而在实际开奖过程中,最热时曾连续6期百位上的号码小于个位号码。因而在实际分析的过程中,对于这个形态的号码,可以把连续出现3期为一个循环周期。<br>3、百位号码等于个位号码,一共对应有100注直选号码。它的理论间隔为10期,10期就会出一次,号码的结构通常为“组选三”或“豹子”形态的号码。而在实际的开奖过程中,百位上的号码等于个位上号码,它的出现周期远远大于理论出号周期。遗漏的间隔周期较长,它的出现大多取决于“组选三”号码出现的周期,而“组选三”号码出现的形态还有着另外的形式。<br>
384565	"<p>玻璃茶水杯大华、三光云彩、乐美雅、青苹果、富光这些牌子都比较好,推荐如下:</p> <p>1、大华</p> <p>大华玻璃茶杯是我们国家知名的一个茶具品牌,大华一直专注于我国人工吹制玻璃器皿产品的经营,并凭借着它精湛的制作工艺,以及稳定的产品质量,在市场上获得了超高的人气。</p> <p><a href=""https://iknow-pic.cdn.bcebos.com/3b292df5e0fe99252066b3b43aa85edf8cb171e8"" target=""_blank"" title=""点击查看大图"" class=""ikqb_img_alink"" rel=""nofollow noopener""><img class=""ikqb_img"" src=""https://iknow-pic.cdn.bcebos.com/3b292df5e0fe99252066b3b43aa85edf8cb171e8?x-bce-process=image/resize,m_lfit,w_600,h_800,limit_1/quality,q_85/format,f_jpg"" esrc=""https://iknow-pic.cdn.bcebos.com/3b292df5e0fe99252066b3b43aa85edf8cb171e8""></a></p> <p>2、三光云彩</p> <p>三光云彩是韩国知名的一款玻璃茶杯制造厂家,位于全球十大知名厂商之一。三光云彩生菜的厨房器皿在很多的韩国家庭中都可以看到,而且近年来一直关注于研发玻璃茶杯的设计。为了保证每款产品的安全问题以及品质,三光云彩在制作方面都是采取好一点的材料,绝不添加任何的有害化学物质。这样让消费者能够喝到最健康的茶水。</p> <p><a href=""https://iknow-pic.cdn.bcebos.com/8b82b9014a90f6037b9346a33712b31bb051ed37"" target=""_blank"" title=""点击查看大图"" class=""ikqb_img_alink"" rel=""nofollow noopener""><img class=""ikqb_img"" src=""https://iknow-pic.cdn.bcebos.com/8b82b9014a90f6037b9346a33712b31bb051ed37?x-bce-process=image/resize,m_lfit,w_600,h_800,limit_1/quality,q_85/format,f_jpg"" esrc=""https://iknow-pic.cdn.bcebos.com/8b82b9014a90f6037b9346a33712b31bb051ed37""></a></p> <p>3、乐美雅</p> <p>"
387323	胆碱缺乏导致的凋亡是由于胆碱组分的缺乏造成的,还是由于甲基基团供应缺乏造成的呢?胆碱缺乏和甲基缺乏常被看作一回事,因为胆碱缺乏减少了甲基的供应。但是以甜菜碱、蛋氨酸、叶酸或维生素B12提供甲基并不能避免肝细胞由胆碱缺乏所诱导的凋亡,因此,可以看出胆碱对调控 细胞凋亡具有其他 甲基供体所不能替代的重要的特异性功能。胆碱在细胞膜结构和 脂蛋白构成上是重要的。在生物膜中,磷脂排列成双分子层构成 膜的基质。双分子层的每一个磷脂分子都可以自由地横移动,其结果使双分子层具有流动性、柔韧性、高电阴性及对高极性分子的不能透性。而脂蛋白则是包埋于磷脂基质中,可以从两侧表面嵌入或穿透整个双分子层。生物膜的这种液态镶嵌结构并不是固定不变的,而是处于动态的平衡之中。胆碱对脂肪有亲合力,可促进脂肪以磷脂形式由肝脏通过血液输送出去或改善脂肪酸本身在肝中的利用,并防止脂肪在肝脏里的异常积聚。如果没有胆碱,脂肪聚积在肝中出现 脂肪肝,处于病态。临床上,应用胆碱治疗肝硬化、肝炎和其他肝疾病,效果良好。在机 体内,能从一种化合物转移到另一种化合物上的甲基称为不稳定甲基,该过程称为酯转化过程。体内酯转化过程有重要的作用,诸如参与 肌酸的合成对 肌肉代谢很重要、肾上腺素之类激素的合成并可 甲酯化某些物质使之从尿中排出。
387324	胆碱是不稳定甲基的一个主要来源,蛋氨酸、叶酸和维生素B12等也能提供不稳定甲基。因此,需在维生素B12和叶酸作为 辅酶因子帮助下,胆碱在体内才能由 丝氨酸和蛋氨酸合成而得。不稳定甲基源之间的某一种可代替或部分补充另一种的不足,蛋氨酸和维生素B12在某种情况下能替代机体中部分胆碱。随着年龄的增大,胆固醇在血管内沉积引起动脉硬化,最终诱发 心血管疾病的出现。胆碱和磷脂具有良好的乳化特性,能阻止胆固醇在血管内壁的沉积并清除部分沉积物,同时改善脂肪的吸收与利用,因此具有预防心血管疾病的作用。
387325	胆碱是一种强有机碱,是 卵磷脂的组成成分,也存在于 神经鞘磷脂之中,是机体可变甲基的一个来源而作用于合成甲基的产物,同时又是 乙酰胆碱的前体。人体也能合成胆碱,所以不易造成缺乏病。胆碱耐热,在加工和烹调过程中的损失很少,干燥环境下,即使很长时间储存食物中胆碱含量也几乎没有变化。胆碱是卵磷脂的 鞘磷脂的重要组成部分,卵磷脂即是 磷脂酰胆碱,广泛存在于动植物中。中文名称:胆碱(48-50%水溶液)英文名称:Choline(48-50% in Water)英文别名:Choline hydroxide solution; 2-Hydroxyethyl trimethyl ammonium hydroxid; 2-hydroxy-N,N,N-trimethylethanaminium hydroxide; 2-(trimethylammonio)ethanolate CAS号:123-41-1分子式:C5H15NO2分子量:121.18MDL号:MFCD00002831
387327	胆碱是卵磷脂和鞘磷脂的重要组成部分,卵磷脂即是磷脂酰胆碱(phosphalidy cholines),广泛存在于动植物体内,在动物的脑、精液、肾上腺及细胞中含量尤多,以禽卵卵黄中的含量最为丰富,达干重的8%~10%。鞘磷脂(sphingomyelin)是神经醇磷脂的典型代表,在 高等动物组织中含量最丰富,它由神经 氨基醇、脂肪酸、磷脂及胆碱组成。自然界已形成若干机制以保证生长发育中的动物获得足够数量的胆碱。胎盘可调节向胎儿的胆碱运输。羊水中胆碱浓度为母血中10倍。新生儿阶段大脑从血液中汲取胆碱的能力是极强的。实验观察,新生鼠大脑中具有一种活性极强的 磷脂酰乙醇胺-N- 甲基转移酶(该酶不存在于成年鼠大脑)。而且,在新生鼠大脑中, S-腺苷甲硫氨酸浓度为40~50nmol/g组织,这就使得新生鼠的磷脂酰乙醇胺-N-甲基转移酶维持高活性。此外,人类和大鼠乳汁可为新生儿提供大量胆碱,可以保证胎儿和新生儿获得胆碱的多重机制。
387329	胆 碱是一种强有机碱,1849年首次从猪肝中被分离出,并与1862年首次定名,1866年被化学合成。此后一直认为胆碱为磷脂的组分,但直到1941年才由Devigneaud首先弄清它的 生物合成途径。1940年Sura和Gyorgy Goldblatt根据他们各自的工作,报道了胆碱对大白鼠生长必不可少的特性,表明了它具有维生素特性。胆碱是卵磷脂的关键组成成分,也存在于神经鞘磷脂之中,是机体可变的甲基的一个来源而作用于合成甲基的产物,同时又是一个乙酰胆碱的前体。20世纪30年代已知胆碱为实验用的大鼠中必含的成分,尤其是其正常生长所必需的。虽然胆碱可以从食物中取得人类及动物所需要的数量,但很多动物体内不能合成胆碱,其中包括幼年动物。当不给于实验动物含有胆碱的食物或不给于合成胆碱所必需营养物质时,可以造成缺乏病,并引起肝与肾的损害。据此,比较多的营养学家还是把它列入 维生素类之中。人体机体也能合成胆碱,所以不易在实验中造成缺乏病。
387330	人类合成量的多少与需要量的多少现在还未能测知,临床上也发现人类的胆碱缺乏病。故在这一点上,胆碱不一定是人类必需的维生素,甚或可以说它不是人类的维生素。胆碱现已成为人类食品中常用的添加剂。美国的《联邦法典》将胆碱列为“一般认为安全”(Generally recognized as safe)的产品;欧洲联盟1991年颁布的法规将胆碱列为允许添加于 婴儿食品的产品。胆碱和 肌醇(另一种维生素B)一起合作来进行对脂肪与胆固醇的利用;胆碱是少数能穿过“脑血管屏障”的物质之一。这个“屏障”保护脑部不受日常饮食的改变的影响。但胆碱可通过此“屏障”进入 脑细胞,制造帮助记忆的化学物质。胆碱似乎可以乳化胆固醇,避免胆固醇积蓄在动脉壁或胆囊中。控制胆固醇的积蓄;帮助传送刺激神经的信号,特别是为了记忆的形成而对大脑所发出的信号;有防止年老 记忆力衰退的功效(每天服用1~5g);因为有促进肝脏机能的作用,可帮助人体的组织排除毒素和药物;有镇定作用;有助于治疗 老年痴呆症。
387910	宠物鱼因为种类不同会发生交媾,抱合以及其他交配活动。对于多数宠物鱼,尤其是大部分的丝足鱼,雄鱼会精力充沛的追逐雌鱼,有时甚至会出现撕咬等情况。而盘丽鱼这样的鱼类则会雌雄协力,一起守卫自己在鱼缸中的领地。不论是哪种情况,雌雄交媾的时候,雌雄鱼会贴紧对方,上下浮动,互相缠绕,一些不易察觉的小动作也会在此期间发生。<br><img><br>检查雌鱼是否有因为怀孕而产生的腹部隆起。雌鱼在怀孕期间,下腹会隆起。雌鱼怀孕后20至40天内,腹部会变得滚圆或者四方形状。球状帆鳍鲈等鱼类因怀孕而产生的隆起较其他鱼类位置更靠前,就在鱼鳃下方。肥胖的雄鱼在前胸处也可能产生凸起。如果你停止投放鱼食若干日,雄性的凸起可能会变小,但雌鱼因怀孕而产生的凸起则不会发生变化。<br><img><br>查看鱼是否产生了红色或者黑色斑点。怀孕的雌鱼身上会出现妊娠斑点,多集中于腹部或肛门处。这些斑点一般是黑色或者亮红色,随着孕期增长会愈发明显。很多鱼本身就有色斑,但是这些斑点会随着进入孕期而发生颜色的深浅变化。<br><img><br>决定如何处理幼鱼。
387956	<h2>药品概述</h2><br><img><br>批准文号:国药准字Z20050080<br>剂型:薄膜衣片<br>规格:暂无<br>桂枝茯苓片 详情>><br>适应症:<br>暂无<br>用法用量:<br>口服,一次3粒,一日3次,饭后服用,经期停服,疗程3个月,或遵医嘱。<br>相关标签:桂枝茯苓片江苏康缘药业股份有限公司<br>刘辉 广州市第十二人民医院 妇产科<br>病情描述: 月经中期出血,去医院B超后说是子宫内膜息肉,开了两瓶桂枝茯苓片,现在一直出血,但是又不是月经出血,想咨询医生这是不是桂枝茯苓片的副作用?是不是应该再去医院看看医生?谢谢!<br>医生回复: 。内膜息肉必须要做宫腔镜才行的,可以吃点裸花紫珠。或者是宫血宁看看能不能止血吧<br><img><br>区煦东副主任医师广医三院妇科<br>患者提问:疾病:盆腔炎,阴道炎病情描述:区医生您好,知道您回来了终于可以先向您咨询下了。我是从去年有查出盆腔积液,每次复发就打点滴,每次都可以消了。今年三月阴道很痒去医院检查没有炎症,清洁度二...查看全文>><br><img><br>秦悦农主任医师上海中医药大学附属龙华医院中西医结合乳腺科<br>患者:女,22岁两个月前发现乳房痛,并摸到左乳有会动的肿块,去医院后说是结节增生,月经前后会痛。看完医生后右乳得外上象限有长出了新得肿块(当时刚完月经),伴有疼痛,而且之后每次月经来后都会痛...
390746	画作内容 整个帛画上部宽92厘米,下部宽47.7厘米,长205厘米。 它上面的画面分为三部分,最上端画的是天国现象:正中人首蛇身的女子是上天的主宰神女娲,左右两画有五只神鸟,右上角绘有扶桑树,树梢有一轮红日,里立有太阳神:金乌树枝间还有八个小太阳。 中段为人间世界:在华盖下面,画一老年贵夫人拄杖而立,她就是墓的主人,利仓的妻子。在她的前边有两着刘氏冠的男子在跪献某物,后有三婢女相送。中段的下端,玉璧垂磬,彩帛帐幔分飘左右,其下有七个着刘氏冠的男子分左四右三拱手而坐,中间有鼎壶等食具,画面最前边还陈置了一排鼎壶,表现了“列鼎而食”的奢侈场面。 下段为地下:一未着衣男子(郭沫若称是“禺强”)双手托起象征大地的平板,脚踏双鱼,空白处还画有青白二龙,左右各画一龟,背驭猫头鹰(也叫鸱龟)巨人前面还有一些水族在游弋,古时认为大地是浮于海上的,故地下部分多画以水族。 [1] [2] 创作背景 《马王堆一号汉墓T型帛画》出土时为覆盖在汉墓的锦饰内棺的盖板上,据其在墓内的位置,与用于表示死者身份的铭旌相同,图像的内容又与王所用旗帜的太常接近,应与铭旌有密切的关系,在当时可能起着和铭旌相似的作用。故考古学者多认为,其是出丧时作为“遣车”先导所打的“幡”。 它的顶部裹有一根竹竿,并系以棕色丝带,可以张挂,这种帛画又叫“非衣”,是为引魂升天之意。“引魂升天”是当时颇为流行的一种思想,即人死后导引灵魂升入天界成仙的黄老思想,该画是通过两条巨龙将天上、人间、地下贯穿起来,体现墓主对羽化登仙的渴望。 [3] 艺术鉴赏 形象 该幅画作中的人物形象仍如战国帛画,取侧面像,平面排列,主要注意于情态的表达。其人物的造型以写实为基础,略带夸张,充分体现出楚汉文化的神秘色彩。以线为主的“白描”式的造型手段显示出刚健雄浑的力道之美。 画中各人物的形象,神态各异,颇为生动:如体态肥胖的墓主人,头向前倾,背微驼曲,动作庄重缓慢,相当成功地刻画了一个贵族妇女的形象。同时,通过表现墓主人华丽的服装、侍者的恭候和跪送的奴主关系,反映出墓主平和与安闲自得的神态,是当时统治阶级在“无为”“节欲”等伪善口号掩盖下纵欲享乐的真实写照。 [1] [4] 构图 画面的构图,作者利用帛画T型式样横竖的不同,分成了“横”和“竖”两个部分,“横”的部分适应了天界广阔的要求,“竖”的部分满足了人间和地下场景的层次需求,构图上“横”与“竖”的对比,使整个画面相得益彰。在天上、人间、地下三个层次中,依次采用双阙、玉璧、力士托举地面这三个图案进行生动的时空划分,充分体现其天人合一的愿望。 同时,采用严谨的对称式构图,但在对称中又富有变化,如日月对称但大小、形状有所差异;辛追左右的侍从数量不等;巨人足下的大鱼重心偏向不同等。在大的场景描述上,做到了主次分明,即上下密,中间疏,升天部分相对大面积的留白反而突出了帛画引魂升天的主题思想。 从整体上看,整个帛画画面和协自然,图中繁杂的内容,众多的形象,既能相互联系,又不显得零散杂乱,所有这些构图上的巧思都很好地表达了楚汉墓葬习俗的神秘与肃穆。 [1] [5] 色彩 在色彩的运用上,整幅帛画以暖色调为主,较多使用了红、黄、赭等色,其中又间施白粉,采用平涂加渲染的着色手法。其改变了战国帛画略施薄彩的手法,使用了朱砂、石青、石绿、藤黄及银粉等绚丽丰富的着色材料,其中又以楚汉艺术中最具代表性的红、褐为基调,使画面显得色彩浓烈多彩,富丽华贵,庄重典雅。 [1] [5] 表现手法 整个帛画大胆地运用了强烈对比的表现手法: 其一为楚汉思想中生与死的对比。帛画表现了“引魂升天”的主题,以宏大、壮观表现祭祀、升天等场景,这种生与死的强烈对比很好地烘托出了楚汉思想中视死如重生,祈求人合一的思想。 其二为动与静的对比。这一特点主要体现在天上、地下烈的动势与人间静穆景象的对比。天界日月同辉、龙凤呈祥、嫦娥奔月的动势,地下交织升腾的巨龙反衬出墓主人升天时的庄严与沉着。 另外,高度的装饰性和写实手法相结合,也是这幅帛画艺术上的一大特色,整个帛画虽然依然带有浓厚的装饰意味,但从其表现技法上可以看出,中国古代人物画的两大技法形式白描与重彩,在西汉已逐渐走向成熟,充分反映出这一时期绘画日渐写实的风格趋势。 [4] [5] 名家点评 当代书画家马国良《久远浩瀚的中国鹤文化》:这幅画以纵横驰骋的想象、奇妙精巧的构图、生动神的形象、细腻多变的线条和艳丽丰富的色彩,是为前所未见的绘画杰作。 [6] 当代美术史论家、美术批评家毛建波《中国美术名作鉴赏辞典》:这幅两千一百多年前的作品,能集生动的形象、丰富的内容、精妙的技法于身,实在让人叹为观止。 [7] 后世影响 该画内容极为丰富,表现手法精妙而协调,它以其精湛的艺术成就打破了唐代张彦远认为的“古画皆略,至(卫)协始精”的看法,填补了汉画的空白。同时,它所达到的艺术成就又影响和造就着后世艺术家的崛起。 [8] 2002年,马王堆一号墓T型帛画以其独特的艺术和历史价值,成为国家文物局发布的《首批禁止出国(境)展览文物目录》中首批禁止出国(境)展览文物之一。 [9] 重要展览 2014年3月29日,在长沙大河西先导区规划展示馆举办“马王堆汉墓文物精品展”,《马王堆一号汉墓T型帛画》为展品之一。 [10] 2018年1月14日,《马王堆一号汉墓T型帛画》在央视《国家宝藏》节目上,通过电子影像技术清晰展现于世界人民面前。 [11] 历史传承 《马王堆一号汉墓T型帛画》创作于西汉时期,1972年出土于长沙马王堆汉墓一号墓穴,后被收藏于湖南省博物馆。 [12]
391316	胸口经常出现疼痛,不除外是心脏病所导致的,心肌缺血的病人在劳累活动中都会诱发;并且这种疾病在中老年患者发生的比较多,患者也应该有高血压病、糖尿病等基础疾病,心电图检查可以确诊。患者在日常生活中应该注意应用药物治疗并且要注意远离油腻的食物,油炸的食品,多进食多纤维的食品,富含维生素类的食物。在病情允许的情况下,应该适当进行有氧运动锻炼,增强体质,还要定期进行心脏彩色超声的检查。有很多患者有一定的诱发因素,寒冷刺激、情绪波动、暴饮暴食也会导致疼痛症状的加重,平时也要注意一般治疗,定期进行复查。
403342	总是有一个鼻子不通气,原因如下:1、鼻腔炎症:如慢性鼻炎,尤其是慢性单纯性鼻炎,经常出现鼻子一侧不通气或交替性鼻阻,尤其是夜间较为明显。可用激素类药物进行喷鼻,如果鼻塞症状明显,也可以用鼻减充血剂,如麻黄素和达芬霖进行交替性喷鼻或者间歇性用药,通过治疗,部分病人鼻炎的症状会好转甚至痊愈;2、鼻中隔偏曲:在开始时也会出现一侧鼻塞,尤其是偏曲侧鼻腔鼻塞,随着时间推移,对侧鼻腔可能出现代偿性鼻甲增厚,出现双侧鼻塞或交替性鼻塞;3、鼻腔肿瘤:如鼻息肉,鼻腔良性肿瘤如乳头状瘤或鼻腔恶性肿瘤,都可能导致病人有单侧鼻塞的情况。
403865	介绍家人的英语作文带翻译【三篇】 【篇一】介绍家人的英语作文 I have a big family. There are five people in my family, my grandmother, my parents and my elderly brother. My grandmother is easygoing. She has many friends near my home. Every morning and night, she walks around with her friends. My parents are doctors in the same hospital. They are always busy with their work. My brother is three years older than me. He is a middle school student. My family is happy. Although my parents are busy, they care much about me. We live a good life. 我有一个大家庭,总共有五口人,奶奶,爸爸妈妈,哥哥和我。我的 奶奶很随和,邻里有很多朋友。每天早晚她都和她的朋友去散步。我 的父母在同一家医院当医生,他们总是忙于工作。我的哥哥比我大三 岁,是个初中生。我的家庭很幸福。即使我的父母很忙,但是他们很 关心我。我们的生活很美好。 【篇二】介绍家人的英语作文 There are four people in my family. They are my father, my mother, my elderly brother and I. My father is a computer engineer. He works in a big company in my city. My mother is a nurse. She works hard to help patients. But she is always busy and always comes home late tiredly. My brother is three years older than me. Now, he is a middle school student. He is sunny and easygoing. He can help me a lot in my study. I am primary school student. I love my families. So do they. 我家有四口人。他们是我的父亲,我的母亲,我的哥哥,我的父亲是 一名计算机工程师。他在我城市的一家大公司工作。我的母亲是一名 护士。她努力协助病人。但是她总是很忙,总是很晚才回家。我哥哥 比我大三岁。现在,他是一名中学生。他阳光明媚,很随和。在我的 学习中他能够帮我很多。我是小学生。我爱我的家庭。所以他们。 【篇三】介绍家人的英语作文 This is my family. There are four people in my family. My grandmother, my father, my mother and me. My grandmother has short white hair. She looks very nice. My father has short black hair and small eyes. He looks very fat, so I often call him “fat man”. He works at a factory. My mother works at a L.D.T. My mother has long black hair. She likes sports and traveling, so I often go on sports with my mother. On holidays my family often go to travel. I study at Guiyuan Primary School. We are very happy. 这是我的家. 有4人在家里. 奶奶、爸爸、妈妈和我. 奶奶短白发. 她看起来很漂亮. 爸爸小眼睛,短黑发. 他看起来很肥, 所以我常常称呼他为肥人. 他在一家工厂工作. 妈妈在工程船名妈 妈早已黑发. 喜欢运动和旅游,所以经常去和妈妈锻炼身体. 我们假日 经常出去旅行. 我在桂园小学上学. 我们感到非常高兴.
408323	维吾尔族迄今已有两千年历史。维吾尔族是一个多源民族,最主要的来源有两支:一支是来自蒙古草原的回纥人,另一支是南疆绿洲上的土著居民。这两部分人于公元840年大规模汇合,至16世纪初完全融合完成。在漫长的历史发展过程中,维吾尔族人民用...<br>在中国西北边陲新疆,有一座白雪皑皑的天山,天山脚下聚居着一个能歌善舞的民族——维吾尔族。维吾尔族自称“维吾尔”,意为“团结”、“联合”。维吾尔族族源久远,与中原相交往迄今已有两千年历史,今天就为大家详细的介绍一下这个风情万种的民族!<br>维吾尔族,总人口达987万人(2009年),其中新疆维吾尔自治区的维吾尔族共计941.3796万人(2006年),约占新疆总人口的46%。其人口在中国少数民族中仅次于壮族、满族、回族,接近或超过苗族,居前四五位。
