name,type,mainDepartment,county,province,religion,registrationTime,registrationAuthority,registrationCertificateNumber,category,unifiedSocialCreditCode,address,city,phoneNumber,manager,postalCode,id,website
天主教温州教区,协会,ZJ-RELIGIOUSVENUE-GOV-40,330301,浙江省,天主教,2018/2/13,ZJ-RELIGIOUSGROUP-GOV-35,宗场证字（浙）T030000001,市团体,51330000MJ87014767,温州市周宅祠巷38号天主教堂,温州市,13736337870,ZJ-RELIGIOUSGROUP-PEOPLE-223,325000,天主教温州教区,http://www.tzjwzjq.com/
路桥区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-20,路桥区,浙江省,基督教,1995/7/17,ZJ-RELIGIOUSGROUP-GOV-31,4025,县团体,513000000000000000,浙江省台州市路桥商城街625号,台州市,0576-82448213,ZJ-RELIGIOUSGROUP-PEOPLE-251,318050,路桥区基督教协会,
余姚市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-22,余姚市,浙江省,佛教,1999/9/1,ZJ-RELIGIOUSGROUP-GOV-27,浙余社证字第48026号,县团体,51330281MJ9055568E,浙江省宁波市余姚市阳明街道龙泉寺内,宁波市,0574-62641959,ZJ-RELIGIOUSGROUP-PEOPLE-67,315400,余姚市佛教协会,
杭州市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-108,330101,浙江省,道教,1985/4/1,ZJ-RELIGIOUSGROUP-GOV-15,社证字0075,市团体,51330100501892203R,浙江省杭州市西湖区葛岭抱朴道院,杭州市,0571-87981201,ZJ-RELIGIOUSGROUP-PEOPLE-78,310007,杭州市道教协会,
衢州市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-11,330801,浙江省,基督教,1993/1/1,ZJ-RELIGIOUSGROUP-GOV-70,浙社证字第4012号,市团体,513000000000000000,浙江省衢州市宁绍巷14号宗教有礼园,衢州市,13646700669,ZJ-RELIGIOUSGROUP-PEOPLE-93,324000,衢州市基督教协会,
北仑区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-63,北仑区,浙江省,佛教,2000/12/1,ZJ-RELIGIOUSGROUP-GOV-51,浙甬仑社证字第058号,县团体,51330206MJ8985536R,浙江省宁波市北仑区新碶中河路28号,宁波市,0574-86139599,ZJ-RELIGIOUSGROUP-PEOPLE-319,315800,北仑区佛教协会,
黄岩区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-31,黄岩区,浙江省,基督教,1987/6/23,ZJ-RELIGIOUSGROUP-GOV-39,42048,县团体,51331003502628068W,浙江省台州市黄岩区西城迎春小区教堂大院内,台州市,0576-84238847,ZJ-RELIGIOUSGROUP-PEOPLE-135,318020,黄岩区基督教协会,
浙江省伊斯兰教协会,协会,ZJ-RELIGIOUSVENUE-GOV-171,上城区,浙江省,伊斯兰教,2011/10/27,ZJ-RELIGIOUSGROUP-GOV-35,浙社证字第22347号,省团体,513000000000000000,杭州市劳动路涌金饭店3号楼,杭州市,0571-28816688,ZJ-RELIGIOUSGROUP-PEOPLE-152,310009,浙江省伊斯兰教协会,www.zjislam.org
德清县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-18,德清县,浙江省,佛教,1991/6/20,ZJ-RELIGIOUSGROUP-GOV-77,24,县团体,51330521307624440K,浙江省湖州市德清县武康镇千秋村正道禅寺内,湖州市,18057280309,ZJ-RELIGIOUSGROUP-PEOPLE-349,313200,德清县佛教协会,
镇海区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-74,镇海区,浙江省,基督教,1991/9/4,ZJ-RELIGIOUSGROUP-GOV-65,镇社证字第55号,县团体,51330211MJ8997932H,浙江省宁波市镇海区招宝山街道中山路8号,宁波市,0574-86273360,ZJ-RELIGIOUSGROUP-PEOPLE-80,315200,镇海区基督教三自爱国运动委员会,
杭州市富阳区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-49,富阳区,浙江省,基督教,2016/3/23,ZJ-RELIGIOUSGROUP-GOV-88,0117号,县团体,513000000000000000,杭州富阳区富春街道鹳山路12,杭州市,13456719197,ZJ-RELIGIOUSGROUP-PEOPLE-129,311400,杭州市富阳区基督教三自爱国运动委员会,
温州市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-40,330301,浙江省,基督教,1991/8/1,ZJ-RELIGIOUSGROUP-GOV-6,温社证字第153号,市团体,513000000000000000,浙江省温州市沧河巷116号,温州市,0577-88293463,ZJ-RELIGIOUSGROUP-PEOPLE-294,325000,温州市基督教三自爱国运动委员会,
秀洲区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-96,秀洲区,浙江省,基督教,1991/7/31,ZJ-RELIGIOUSGROUP-GOV-46,秀洲社证字第410027号,县团体,51330411076205424W,浙江省嘉兴市秀洲区洪合镇民和路小木桥61号,嘉兴市,13732586327,ZJ-RELIGIOUSGROUP-PEOPLE-54,314023,秀洲区基督教三自爱国运动委员会,
洞头区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-36,洞头区,浙江省,基督教,2002/10/21,ZJ-RELIGIOUSGROUP-GOV-10,浙洞民社证字第74号,县团体,51330305502137592D,浙江省温州市洞头区北岙街道三盘大岙村基督教两会办公楼,温州市,0577-63438693,ZJ-RELIGIOUSGROUP-PEOPLE-175,325700,洞头区基督教协会,
遂昌县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-62,遂昌县,浙江省,佛教,2018/11/6,ZJ-RELIGIOUSGROUP-GOV-25,,县团体,51331123MJ9949967M,遂昌县千佛山未来寺,丽水市,13867080106,ZJ-RELIGIOUSGROUP-PEOPLE-30,323300,遂昌县佛教协会,
余杭区天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-15,余杭区,浙江省,天主教,2000/1/1,ZJ-RELIGIOUSGROUP-GOV-81,403,县团体,51330110MJ88568309,浙江省杭州市余杭区临平东湖南路125号,杭州市,0571-86227447,ZJ-RELIGIOUSGROUP-PEOPLE-312,311100,余杭区天主教爱国会,
衢州市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-11,330801,浙江省,天主教,1999/12/1,ZJ-RELIGIOUSGROUP-GOV-70,浙社政字第4020号,市团体,51330800749842592Y,浙江省衢州市宁绍巷14号宗教有礼园,衢州市,13615709839,ZJ-RELIGIOUSGROUP-PEOPLE-351,324000,衢州市天主教爱国会,
西湖区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-71,西湖区,浙江省,佛教,2012/11/12,ZJ-RELIGIOUSGROUP-GOV-24,浙杭西社证字第0251,县团体,51330106056706344J,浙江省杭州市西湖区西溪路杨家牌楼永兴寺内,杭州市,0571-85227922,ZJ-RELIGIOUSGROUP-PEOPLE-29,310023,西湖区佛教协会,
金华市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-112,330701,浙江省,道教,2005/12/10,ZJ-RELIGIOUSGROUP-GOV-52,浙金市社证字第200243号,市团体,51330700782948823H,浙江省金华市旌孝街65号三清宫,金华市,0579-82301104,ZJ-RELIGIOUSGROUP-PEOPLE-236,321000,金华市道教协会,
岱山县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-29,岱山县,浙江省,基督教,2000/8/1,ZJ-RELIGIOUSGROUP-GOV-60,浙岱社证字第80号,县团体,51330921502509878L,浙江省舟山市岱山县衢山镇岛斗村林场岗墩,舟山市,18967238901,ZJ-RELIGIOUSGROUP-PEOPLE-73,316200,岱山县基督教协会,
遂昌县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-62,遂昌县,浙江省,基督教,2019/6/3,ZJ-RELIGIOUSGROUP-GOV-25,,县团体,51331123MJ9950052Q,浙江省丽水市遂昌县妙高街道西街81号,丽水市,13185786081,ZJ-RELIGIOUSGROUP-PEOPLE-272,323300,遂昌县基督教协会,
临海市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-48,临海市,浙江省,天主教,1983/10/29,ZJ-RELIGIOUSGROUP-GOV-5,浙临民社证字第020021,县团体,51331082502620752L,浙江省台州市临海市古城街道赵巷49号,台州市,0576-85224964,ZJ-RELIGIOUSGROUP-PEOPLE-173,317000,临海市天主教爱国会,
丽水市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-188,331101,浙江省,基督教,2009/12/29,ZJ-RELIGIOUSGROUP-GOV-37,丽市社证字第234号,市团体,51331100670276209A,浙江省丽水市丽阳街581-3号,丽水市,18957088069,ZJ-RELIGIOUSGROUP-PEOPLE-103,323000,丽水市基督教三自爱国运动委员会,
缙云县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-27,缙云县,浙江省,基督教,1998/3/12,ZJ-RELIGIOUSGROUP-GOV-54,浙缙社证字第32号,县团体,51331122323002019R,浙江省丽水市缙云县基督教五云教堂,丽水市,18957070206,ZJ-RELIGIOUSGROUP-PEOPLE-360,321400,缙云县基督教三自爱国运动委员会,
椒江区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-7,椒江区,浙江省,基督教,1986/12/1,ZJ-RELIGIOUSGROUP-GOV-14,台椒民社证字第82016号,县团体,51331002502613659N,浙江省台州市椒江区云西路18号,台州市,0576-88226072,ZJ-RELIGIOUSGROUP-PEOPLE-257,318000,椒江区基督教协会,
平湖市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-83,平湖市,浙江省,天主教,1993/3/8,ZJ-RELIGIOUSGROUP-GOV-21,平社字091号,县团体,513000000000000000,浙江省嘉兴市平湖市钟埭街道兴平路37号,嘉兴市,0573-85090024,ZJ-RELIGIOUSGROUP-PEOPLE-24,314200,平湖市天主教爱国会,
慈溪市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-60,慈溪市,浙江省,佛教,1985/3/31,ZJ-RELIGIOUSGROUP-GOV-43,浙慈社证字第027号,县团体,51330282MJ9073600L,浙江省宁波市慈溪市观海卫镇石湫头下院路23号,宁波市,0574-63678438,ZJ-RELIGIOUSGROUP-PEOPLE-51,315316,慈溪市佛教协会,
上虞区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-89,330682,浙江省,基督教,2008/6/30,ZJ-RELIGIOUSGROUP-GOV-33,5023-2509,县团体,51330604502325104K,浙江省绍兴市上虞区百官街道人民东路315号,绍兴市,0575-82187018,ZJ-RELIGIOUSGROUP-PEOPLE-55,312300,上虞区基督教协会,
温岭市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-17,温岭市,浙江省,佛教,1991/7/22,ZJ-RELIGIOUSGROUP-GOV-48,社证字第52015号,县团体,513000000000000000,浙江省台州市温岭市太平街道方城路58号（老市政府四幢）,台州市,0576-86028238,ZJ-RELIGIOUSGROUP-PEOPLE-57,317500,温岭市佛教协会,
景宁畲族自治县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-84,景宁畲族自治县,浙江省,基督教,1987/12/1,ZJ-RELIGIOUSGROUP-GOV-110,景社证字第027号,县团体,51331127MJ9970387M,浙江省丽水市景宁畲族自治县鹤溪街道桥底弄8呈,丽水市,13757827424,ZJ-RELIGIOUSGROUP-PEOPLE-261,323500,景宁畲族自治县基督教协会,
新昌县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-69,新昌县,浙江省,佛教,2005/9/21,ZJ-RELIGIOUSGROUP-GOV-96,浙新社证字1280号,县团体,513000000000000000,浙江省绍兴市新昌县大佛寺内,绍兴市,0575-86224988,ZJ-RELIGIOUSGROUP-PEOPLE-160,312500,新昌县佛教协会,
黄岩区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-31,黄岩区,浙江省,佛教,1985/12/24,ZJ-RELIGIOUSGROUP-GOV-39,42050,县团体,513000000000000000,浙江省台州市黄岩区方山路63弄10号,台州市,0576-81643081,ZJ-RELIGIOUSGROUP-PEOPLE-299,318000,黄岩区佛教协会,
东阳市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-70,东阳市,浙江省,佛教,1991/11/1,ZJ-RELIGIOUSGROUP-GOV-99,浙东社证第56号,县团体,51330783502417914X,浙江省金华市东阳市吴宁街道南寺塔,金华市,0579-86889031,ZJ-RELIGIOUSGROUP-PEOPLE-178,322100,东阳市佛教协会,
奉化区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-43,330283,浙江省,基督教,1991/7/27,ZJ-RELIGIOUSGROUP-GOV-74,社证字第200013号,县团体,51330283MJ91038816,浙江省宁波市奉化区城基路13号五楼,宁波市,15258202970,ZJ-RELIGIOUSGROUP-PEOPLE-304,315500,奉化区基督教协会,
南湖区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-85,南湖区,浙江省,基督教,2013/9/27,ZJ-RELIGIOUSGROUP-GOV-106,浙嘉南民社证字第410067号,县团体,513000000000000000,浙江省嘉兴市南湖区凤桥镇网舍里1号,嘉兴市,0573-83188884,ZJ-RELIGIOUSGROUP-PEOPLE-211,314007,南湖区基督教三自爱国运动委员会,
婺城区天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-86,婺城区,浙江省,天主教,2000/9/26,ZJ-RELIGIOUSGROUP-GOV-36,浙金婺社证字第080015号,县团体,51330702MJ95913365,浙江省金华市将军路石狮子头8号,金华市,18957923815,ZJ-RELIGIOUSGROUP-PEOPLE-42,321000,婺城区天主教爱国会,
普陀区天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-92,普陀区,浙江省,天主教,1991/1/15,ZJ-RELIGIOUSGROUP-GOV-41,舟普民社字第160号,县团体,51330903502502422H,浙江省舟山市普陀区沈家门街道龙眼路35号,舟山市,0580-3012789,ZJ-RELIGIOUSGROUP-PEOPLE-225,316100,普陀区天主教爱国会,
南浔区道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-55,南浔区,浙江省,道教,2004/8/1,ZJ-RELIGIOUSGROUP-GOV-42,湖浔社证字第009号,县团体,51330503763925319L,浙江省湖州市南浔区双林镇塘北路,湖州市,0572-3979742,ZJ-RELIGIOUSGROUP-PEOPLE-50,313012,南浔区道教协会,
绍兴市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-41,330601,浙江省,道教,2016/11/30,ZJ-RELIGIOUSGROUP-GOV-66,,市团体,51330600MJ9480759K,浙江省绍兴市越城区二环东路1288号,绍兴市,,ZJ-RELIGIOUSGROUP-PEOPLE-227,312000,绍兴市道教协会,
上虞区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-89,上虞区,浙江省,基督教,2008/6/30,ZJ-RELIGIOUSGROUP-GOV-111,5023-2509,县团体,51330604502325091X,浙江省绍兴市上虞区百官街道人民东路315号,绍兴市,0575-82187018,ZJ-RELIGIOUSGROUP-PEOPLE-307,312300,上虞区基督教三自爱国运动委员会,
舟山市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-76,330901,浙江省,佛教,2002/8/5,ZJ-RELIGIOUSGROUP-GOV-75,浙舟（市）社证字第0190号,市团体,513000000000000000,浙江省舟山市定海区石柱弄30号,舟山市,0580-2032276,ZJ-RELIGIOUSGROUP-PEOPLE-156,316004,舟山市佛教协会,
椒江区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-7,椒江区,浙江省,基督教,1982/12/1,ZJ-RELIGIOUSGROUP-GOV-14,台椒民社证字第82017号,县团体,51331002502613667H,浙江省台州市椒江区云西路18号,台州市,0576-88226072,ZJ-RELIGIOUSGROUP-PEOPLE-311,318000,椒江区基督教三自爱国运动委员会,
东阳市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-70,东阳市,浙江省,基督教,1982/1/1,ZJ-RELIGIOUSGROUP-GOV-99,330783-026820,县团体,51330783502417893D,浙江省金华市东阳市吴宁街道东街95号,金华市,0579-86629497,ZJ-RELIGIOUSGROUP-PEOPLE-234,322100,东阳市基督教三自爱国运动委员会,
平湖市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-83,平湖市,浙江省,佛教,2004/11/24,ZJ-RELIGIOUSGROUP-GOV-21,浙社证字第119号,县团体,51330482502233859B,浙江省嘉兴市平湖市当湖街道宝塔路宝塔圩,嘉兴市,0573-85110189,ZJ-RELIGIOUSGROUP-PEOPLE-326,314200,平湖市佛教协会,
金东区佛教居士林（已注销）,协会,ZJ-RELIGIOUSVENUE-GOV-47,婺城区,浙江省,佛教,1998/10/1,ZJ-RELIGIOUSGROUP-GOV-45,浙金东民社证字第210095号,县团体,,浙江省金华市三嘴头98号,金华市,0579-82470372,ZJ-RELIGIOUSGROUP-PEOPLE-65,321000,金东区佛教居士林（已注销）,www.jhjsl.org
永康市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-45,永康市,浙江省,佛教,1984/7/2,ZJ-RELIGIOUSGROUP-GOV-29,永社证字第047号,县团体,51330784A972350782,浙江省金华市永康市江南街道山后卢村白云风景区南都禅寺,金华市,0579-89292828,ZJ-RELIGIOUSGROUP-PEOPLE-34,321300,永康市佛教协会,
柯桥区佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-105,330621,浙江省,佛教,2000/5/30,ZJ-RELIGIOUSGROUP-GOV-69,绍县社证字第410号,县团体,51330603502317171R,浙江省绍兴市柯桥区安昌镇环镇南路58号,绍兴市,0575-84128455,ZJ-RELIGIOUSGROUP-PEOPLE-182,312080,柯桥区佛教协会,
义乌市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-37,义乌市,浙江省,佛教,1993/6/30,ZJ-RELIGIOUSGROUP-GOV-38,义证字101号,县团体,51330782502410560Y,浙江省义乌市佛堂镇双林禅寺欢喜地,金华市,13735373999,ZJ-RELIGIOUSGROUP-PEOPLE-248,322000,义乌市佛教协会,
宁波市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-3,330201,浙江省,基督教,1991/6/1,ZJ-RELIGIOUSGROUP-GOV-92,社证字第110170,市团体,51330200MJ89365314,浙江省宁波市槐树路121号,宁波市,0574-87468769,ZJ-RELIGIOUSGROUP-PEOPLE-346,315020,宁波市基督教三自爱国运动委员会,
嘉兴市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-125,330401,浙江省,天主教,1988/1/1,ZJ-RELIGIOUSGROUP-GOV-63,210045,市团体,513000000000000000,浙江省嘉兴市紫阳街55号,嘉兴市,13957309081,ZJ-RELIGIOUSGROUP-PEOPLE-76,314000,嘉兴市天主教爱国会,
云和县基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-28,云和县,浙江省,基督教,1998/1/1,ZJ-RELIGIOUSGROUP-GOV-61,云民社证字第2001002,县团体,5133112573199757XR,浙江省丽水市云和县新民路85号,丽水市,13754261620,ZJ-RELIGIOUSGROUP-PEOPLE-74,323600,云和县基督教协会,
温州市佛教协会,协会,,,,,,,,,,,,,,,温州市佛教协会,
安吉县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-57,安吉县,浙江省,佛教,1996/6/1,ZJ-RELIGIOUSGROUP-GOV-76,安社证字第2006003号,县团体,513000000000000000,浙江省湖州市安吉县递铺镇开发区灵峰社区,湖州市,0572-5338656,ZJ-RELIGIOUSGROUP-PEOPLE-102,313300,安吉县佛教协会,
海宁市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-88,海宁市,浙江省,天主教,2000/4/1,ZJ-RELIGIOUSGROUP-GOV-95,浙海社证字第210029号,县团体,51330481MJ9395933K,浙江省嘉兴市海宁市硖石街道东山北路38号,嘉兴市,0573-87026515,ZJ-RELIGIOUSGROUP-PEOPLE-238,314400,海宁市天主教爱国会,
宁波雪窦山佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-43,奉化区,浙江省,佛教,1900/1/1,ZJ-RELIGIOUSGROUP-GOV-105,,县团体,51330283MJ91044462,宁波市奉化区溪口镇雪窦寺,宁波市,,ZJ-RELIGIOUSGROUP-PEOPLE-210,,宁波雪窦山佛教协会,
舟山市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-76,330901,浙江省,天主教,1995/9/1,ZJ-RELIGIOUSGROUP-GOV-75,浙社证229,市团体,513000000000000000,浙江省舟山市气象台路131号,舟山市,0580-2550247,ZJ-RELIGIOUSGROUP-PEOPLE-101,316000,舟山市天主教爱国会,
常山县天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-26,常山县,浙江省,天主教,2000/1/1,ZJ-RELIGIOUSGROUP-GOV-17,浙衢常社证字第4006号,县团体,51330822MJ9730906P,浙江省衢州市常山县天马街道天马路285号,衢州市,18957005756,ZJ-RELIGIOUSGROUP-PEOPLE-19,324200,常山县天主教爱国会,
平湖市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-83,平湖市,浙江省,基督教,2004/1/19,ZJ-RELIGIOUSGROUP-GOV-21,平社证字第（112）号,县团体,51330482502233779P,浙江省嘉兴市平湖市当湖街道松枫港路,嘉兴市,0573-85019702,ZJ-RELIGIOUSGROUP-PEOPLE-352,314200,平湖市基督教协会,
云和县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-28,云和县,浙江省,基督教,1998/1/1,ZJ-RELIGIOUSGROUP-GOV-61,云民社证字第2001002,县团体,,浙江省丽水市云和县城西路507,丽水市,15967283067,ZJ-RELIGIOUSGROUP-PEOPLE-96,323600,云和县基督教三自爱国运动委员会,
平阳县基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-25,平阳县,浙江省,基督教,1982/7/1,ZJ-RELIGIOUSGROUP-GOV-7,平民社证字第33032603080号,县团体,513000000000000000,浙江省温州市平阳县鳌江镇园林路248号,温州市,13506774981,ZJ-RELIGIOUSGROUP-PEOPLE-303,325401,平阳县基督教三自爱国运动委员会,
滨江区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-160,滨江区,浙江省,基督教,2021/3/31,ZJ-RELIGIOUSGROUP-GOV-3,浙江省基督教两会,县团体,51330108MJ8829445M,杭州市滨江区丹枫路377号,杭州市,15355053851,ZJ-RELIGIOUSGROUP-PEOPLE-3,310051,滨江区基督教三自爱国运动委员会,
奉化区天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-43,奉化区,浙江省,天主教,1989/10/1,ZJ-RELIGIOUSGROUP-GOV-74,社证字第200003号,县团体,51330283MJ9103785W,浙江省宁波市奉化区小路街31号,宁波市,0574-88982601,ZJ-RELIGIOUSGROUP-PEOPLE-140,315500,奉化区天主教爱国会,
镇海区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-74,镇海区,浙江省,基督教,1991/9/4,ZJ-RELIGIOUSGROUP-GOV-65,55,县团体,51330211MJ8997924N,浙江省宁波市镇海区招宝山街道中山路8号,宁波市,0574-86273360,ZJ-RELIGIOUSGROUP-PEOPLE-213,315200,镇海区基督教协会,
江北区基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-79,江北区,浙江省,基督教,1999/12/1,ZJ-RELIGIOUSGROUP-GOV-53,社政字第99025,县团体,,浙江省宁波市江北区中马路526号,宁波市,0574-87232394,ZJ-RELIGIOUSGROUP-PEOPLE-63,315020,江北区基督教协会,
余姚市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-22,余姚市,浙江省,基督教,1990/2/1,ZJ-RELIGIOUSGROUP-GOV-27,浙余社证字第48005号,县团体,51330281MJ9055437J,浙江省宁波市余姚市凤山街道丹凤小区15幢店8,宁波市,0574-62640230,ZJ-RELIGIOUSGROUP-PEOPLE-222,315400,余姚市基督教协会,
天主教台州教区,协会,ZJ-RELIGIOUSVENUE-GOV-173,331001,浙江省,天主教,1900/1/1,ZJ-RELIGIOUSGROUP-GOV-19,,市团体,,,台州市,,ZJ-RELIGIOUSGROUP-PEOPLE-44,,天主教台州教区,
天主教宁波教区,协会,ZJ-RELIGIOUSVENUE-GOV-3,330201,浙江省,天主教,1900/1/1,ZJ-RELIGIOUSGROUP-GOV-35,,市团体,51330000501878831F,,宁波市,,ZJ-RELIGIOUSGROUP-PEOPLE-159,,天主教宁波教区,
普陀区基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-92,普陀区,浙江省,基督教,1984/11/29,ZJ-RELIGIOUSGROUP-GOV-41,舟普民社证字第159号,县团体,5131010750113009X6,浙江省舟山市普陀区沈家门北安路88号,舟山市,0580-3051041,ZJ-RELIGIOUSGROUP-PEOPLE-49,316100,普陀区基督教三自爱国运动委员会,
宁海县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-46,宁海县,浙江省,佛教,2000/6/28,ZJ-RELIGIOUSGROUP-GOV-4,社证字第480005,县团体,51330226MJ9039170Q,浙江省宁波市宁海县跃龙街道解放南路128弄6号,宁波市,0574-65512107,ZJ-RELIGIOUSGROUP-PEOPLE-128,315600,宁海县佛教协会,
临海市佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-48,临海市,浙江省,佛教,1989/5/14,ZJ-RELIGIOUSGROUP-GOV-5,浙临民社证字第020031号,县团体,51331082502620349J,浙江省台州市临海市大洋街道三峰路718号（三峰禅寺内）,台州市,18958657607,ZJ-RELIGIOUSGROUP-PEOPLE-171,317000,临海市佛教协会,
诸暨市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-54,诸暨市,浙江省,基督教,1992/4/10,ZJ-RELIGIOUSGROUP-GOV-34,诸30034,县团体,51330681307464360U,浙江省绍兴市诸暨市暨阳街道金鸡坞村苎萝东路15号,绍兴市,0575-87225445,ZJ-RELIGIOUSGROUP-PEOPLE-176,311800,诸暨市基督教协会,
岱山县佛教协会,协会,ZJ-RELIGIOUSVENUE-GOV-29,岱山县,浙江省,佛教,2004/6/1,ZJ-RELIGIOUSGROUP-GOV-60,浙岱社证字第103号,县团体,513000000000000000,浙江省舟山市岱山县高亭镇人民路134——6号,舟山市,0580-4487007,ZJ-RELIGIOUSGROUP-PEOPLE-262,316200,岱山县佛教协会,
龙湾区天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-51,龙湾区,浙江省,天主教,2002/8/13,ZJ-RELIGIOUSGROUP-GOV-32,组代管330303-081053,县团体,51330303502125815C,浙江省温州市龙湾区永中街道沧头下53号,温州市,0577-86885173,ZJ-RELIGIOUSGROUP-PEOPLE-38,325024,龙湾区天主教爱国会,
台州市基督教协会,协会,ZJ-RELIGIOUSVENUE-GOV-173,331001,浙江省,基督教,1989/12/1,ZJ-RELIGIOUSGROUP-GOV-19,12005,市团体,51331000502607574U,浙江省台州市椒江区岙里缪小区东边山脚下台州人民防空办公室一号楼,台州市,0576-88880130,ZJ-RELIGIOUSGROUP-PEOPLE-270,318000,台州市基督教协会,
海宁市基督教三自爱国运动委员会,协会,ZJ-RELIGIOUSVENUE-GOV-88,海宁市,浙江省,基督教,2000/4/1,ZJ-RELIGIOUSGROUP-GOV-95,海社证字第210007号,县团体,51330481A960293015,浙江省嘉兴市海昌南路119号,嘉兴市,0573-87041214,ZJ-RELIGIOUSGROUP-PEOPLE-197,314400,海宁市基督教三自爱国运动委员会,
温州市道教协会,协会,ZJ-RELIGIOUSVENUE-GOV-40,330301,浙江省,道教,1986/12/1,ZJ-RELIGIOUSGROUP-GOV-6,温社证字第188号,市团体,51330300502106120J,浙江省温州市西山东路234号,温州市,0577-88529772,ZJ-RELIGIOUSGROUP-PEOPLE-6,325005,温州市道教协会,
宁波市天主教爱国会,协会,ZJ-RELIGIOUSVENUE-GOV-3,330201,浙江省,天主教,1957/8/29,ZJ-RELIGIOUSGROUP-GOV-92,浙甬社证字第800245号,市团体,51330200MJ8936558U,浙江省宁波市中马路2号,宁波市,0574-63890642,ZJ-RELIGIOUSGROUP-PEOPLE-185,315000,宁波市天主教爱国会,
